City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max_Temp,Wind_Speed
134,Butaritari,78,KI,1593394612,71,3.07,172.79,83.41,12.08
135,Santa Maria,95,BR,1593394612,93,-29.68,-53.81,50.0,9.17
136,Cabo San Lucas,90,MX,1593394413,61,22.89,-109.91,84.99,6.93
137,Panzhihua,100,CN,1593394613,69,26.59,101.71,75.99,2.48
138,Waipawa,100,NZ,1593394613,87,-41.41,175.52,48.2,21.92
139,Avarua,1,CK,1593394613,65,-21.21,-159.78,77.0,14.99
140,Souillac,7,MU,1593394613,87,-20.52,57.52,69.01,5.01
141,Makkah al Mukarramah,99,SA,1593394450,23,21.43,39.83,89.13,6.11
142,Hauterive,75,FR,1593394614,93,46.09,3.45,61.0,1.12
143,Gouré,87,NE,1593394614,47,13.98,10.27,86.0,5.99
144,Touros,75,BR,1593394614,94,-5.2,-35.46,75.2,8.05
145,Oga,75,IT,1593394616,87,46.46,10.35,59.0,4.7
146,Codrington,0,AU,1593394616,64,-38.27,141.97,53.85,5.82
147,Khatanga,0,RU,1593394616,26,71.97,102.5,87.89,14.56
148,Klaksvík,53,FO,1593394616,67,62.23,-6.59,57.2,19.46
149,Puerto Ayora,46,EC,1593394490,90,-0.74,-90.35,71.01,1.99
150,Provideniya,75,RU,1593394617,80,64.38,-173.3,41.0,13.42
151,Phan Thiet,100,VN,1593394617,86,10.93,108.1,78.03,8.21
152,Pevek,100,RU,1593394617,98,69.7,170.31,32.5,13.67
153,Nouadhibou,5,MR,1593394618,77,20.93,-17.03,69.8,20.8
154,Tiksi,100,RU,1593394618,62,71.69,128.87,43.59,4.76
155,Jacqueville,75,CI,1593394618,94,5.21,-4.41,77.0,2.24
156,Halifax,99,CA,1593394541,83,44.65,-63.57,66.0,5.53
157,Korla,100,CN,1593394618,78,41.76,86.15,78.01,9.35
158,Lagos,20,NG,1593394618,94,6.58,3.75,75.2,2.24
159,Ilhabela,99,BR,1593394619,79,-23.78,-45.36,65.71,6.64
160,Vidim,95,RU,1593394619,42,56.41,103.11,77.95,4.83
161,Kluang,20,MY,1593394619,88,2.03,103.33,82.0,3.36
162,São Gabriel da Cachoeira,93,BR,1593394619,95,-0.13,-67.09,72.61,0.78
163,Sergeevka,59,KZ,1593394620,84,53.88,67.42,50.16,18.12
164,Los Llanos de Aridane,90,ES,1593394620,69,28.66,-17.92,73.4,17.22
165,Paris,75,FR,1593394000,77,48.85,2.35,62.6,9.17
166,Urusha,36,RU,1593394620,43,54.05,122.9,77.52,3.98
167,Nome,90,US,1593394385,93,64.5,-165.41,46.99,5.82
168,Salalah,97,OM,1593394621,86,17.02,54.09,81.84,8.77
169,Hong Kong,100,HK,1593394510,70,22.29,114.16,87.01,8.19
170,Ginir,15,ET,1593394621,89,7.13,40.7,56.91,9.66
171,Abalak,96,RU,1593394621,98,58.13,68.59,49.1,10.65
172,Varhaug,75,NO,1593394621,82,58.61,5.65,57.2,11.41
173,Bambous Virieux,2,MU,1593394621,87,-20.34,57.76,69.01,5.01
174,Iracoubo,100,GF,1593394622,85,5.48,-53.2,77.83,5.86
175,Cockburn Town,40,TC,1593394622,69,21.46,-71.14,82.4,9.17
176,Saint-Pierre,20,RE,1593394622,72,-21.34,55.48,68.0,6.93
177,Hinton,100,CA,1593394622,87,53.4,-117.59,49.33,4.56
178,Sterling,75,US,1593394328,74,39.01,-77.43,79.0,4.7
179,Severo-Kuril'sk,89,RU,1593394623,58,50.68,156.12,55.15,6.53
180,Camaná,2,PE,1593394623,78,-16.62,-72.71,61.88,6.91
181,Ixtapa,90,MX,1593394623,66,20.7,-105.2,87.01,2.48
182,Fortuna,0,US,1593394623,67,40.6,-124.16,62.01,19.46
183,Sakakah,0,SA,1593394624,15,29.97,40.21,86.0,6.93
184,Follonica,0,IT,1593394624,62,42.93,10.76,72.0,3.2
185,Srandakan,10,ID,1593394624,74,-7.94,110.25,82.08,13.13
186,Vao,5,NC,1593394624,63,-22.67,167.48,69.1,11.23
187,Osypenko,0,UA,1593394624,100,46.91,36.83,72.0,14.0
188,Mayo,40,US,1593394476,74,38.89,-76.51,80.6,4.7
189,Saint George,1,US,1593394624,16,37.1,-113.58,95.0,31.09
190,Kokopo,13,PG,1593394625,66,-4.35,152.26,84.74,4.14
191,Carutapera,65,BR,1593394625,93,-1.2,-46.02,75.47,5.79
192,George Town,20,MY,1593394625,79,5.41,100.34,84.2,8.05
193,Cidreira,0,BR,1593394625,64,-30.18,-50.21,55.51,7.61
194,Pemba,2,MZ,1593394625,84,-12.97,40.52,74.44,5.55
195,Poum,1,NC,1593394625,62,-20.23,164.02,72.45,15.68
196,Paraíso,100,CR,1593394336,100,9.84,-83.87,69.8,5.82
197,Mount Isa,0,AU,1593394625,33,-20.73,139.5,73.4,6.93
198,Abu Dhabi,33,AE,1593394458,79,24.47,54.37,88.0,1.12
199,Valle del Guamuez,97,CO,1593394625,96,0.45,-76.92,70.16,2.35
200,Mirny,62,RU,1593394626,42,62.54,113.96,78.57,9.1
201,Houma,40,US,1593394432,83,29.6,-90.72,82.99,4.7
202,Kattivākkam,75,IN,1593394626,83,13.22,80.32,82.4,4.7
203,Sharjah city,6,AE,1593394626,75,25.36,55.4,91.4,3.36
204,Moundou,89,TD,1593394626,91,8.57,16.08,73.27,4.41
205,Yangi Marg`ilon,0,UZ,1593394626,36,40.43,71.72,62.6,2.24
206,Huilong,100,CN,1593394626,99,31.81,121.66,79.0,1.99
207,Saldanha,87,ZA,1593394627,87,-33.01,17.94,55.4,3.36
208,Suoyarvi,0,RU,1593394627,79,62.08,32.35,46.62,3.27
209,Chapais,1,CA,1593394359,64,49.78,-74.85,68.0,5.82
210,Plettenberg Bay,5,ZA,1593394627,75,-34.05,23.37,53.73,12.33
211,Tottori-shi,20,JP,1593394627,73,35.5,134.23,77.0,9.17
212,Abu Samrah,0,SY,1593394627,59,35.3,37.18,71.13,12.73
213,Forsytheganj,0,BY,1593394627,96,52.63,29.73,59.27,6.04
214,Ashland,1,US,1593394628,60,40.82,-82.27,73.99,5.82
215,Dingle,100,PH,1593394628,70,11.0,122.67,84.16,3.04
216,Yining,100,CN,1593394628,94,29.04,114.56,75.96,2.19
217,Belmonte,40,BR,1593394628,88,-15.86,-38.88,69.8,2.24
218,Carnarvon,40,AU,1593394628,83,-24.87,113.63,71.6,5.82
219,Gravelbourg,100,CA,1593394629,68,49.88,-106.55,63.48,9.55
220,Warmbad,0,NA,1593394629,70,-28.45,18.73,46.49,8.88
221,Lukovetskiy,40,RU,1593394629,93,64.3,41.92,37.4,2.24
222,Torbay,90,CA,1593394629,93,47.67,-52.73,62.6,5.82
223,Khovd,100,MN,1593394629,37,48.01,91.64,70.7,4.9
224,Meulaboh,73,ID,1593394629,75,4.14,96.13,82.13,5.61
225,Pouébo,1,NC,1593394630,48,-20.4,164.57,74.97,7.16
226,Upernavik,0,GL,1593394630,74,72.79,-56.15,39.25,10.63
227,Los Andes,90,CL,1593394630,81,-32.83,-70.6,50.0,3.36
228,Leningradskiy,99,RU,1593394630,98,69.38,178.42,31.87,5.17
229,Sinnamary,100,GF,1593394630,84,5.38,-52.95,77.9,5.77
230,Lagoa,0,PT,1593394631,94,39.05,-27.98,67.06,8.14
231,Makīnsk,97,KZ,1593394631,79,52.63,70.42,55.27,13.91
232,Gurupá,98,BR,1593394631,96,-1.41,-51.64,74.07,2.62
233,Chinsali,20,ZM,1593394631,73,-10.54,32.08,59.85,3.33
234,Port Elizabeth,15,ZA,1593394631,62,-33.92,25.57,57.2,14.99
235,Ineu,63,RO,1593394632,88,46.43,21.85,70.0,4.7
236,Faya,99,SA,1593394633,28,18.39,42.45,75.2,3.15
237,Chara,100,RU,1593394633,46,56.91,118.26,72.05,1.54
238,La Unión,45,PE,1593394633,74,-5.4,-80.75,67.5,15.17
239,Narsaq,75,GL,1593394634,70,60.92,-46.05,46.4,8.05
240,Shestakovo,88,RU,1593394634,40,56.49,103.96,78.62,5.28
241,Newport,84,GB,1593394560,82,51.59,-3.0,57.99,1.99
242,Barra de Tecoanapa,71,MX,1593394635,78,16.52,-98.75,82.56,9.13
243,Lichinga,66,MZ,1593394635,82,-13.31,35.24,62.6,4.7
244,Namatanai,3,PG,1593394635,66,-3.67,152.43,86.04,5.91
245,Cabedelo,40,BR,1593394635,94,-6.98,-34.83,73.4,5.82
246,Tongliao,100,CN,1593394636,32,43.61,122.27,89.01,8.55
247,Cayenne,90,GF,1593394533,100,4.93,-52.33,75.2,7.7
248,Longyearbyen,75,SJ,1593394636,74,78.22,15.64,41.0,10.29
249,Giyani,26,ZA,1593394636,86,-23.3,30.72,53.47,4.03
250,Qasigiannguit,100,GL,1593394636,93,68.82,-51.19,39.2,6.93
251,Rawson,100,AR,1593394637,65,-43.3,-65.1,41.74,7.16
252,Sørland,55,NO,1593394637,83,67.67,12.69,53.02,19.17
253,Aguazul,97,CO,1593394637,89,5.17,-72.55,69.42,1.48
254,Constitución,100,CL,1593394637,92,-35.33,-72.42,53.76,8.9
255,Tongchuanshi,0,CN,1593394637,58,35.08,109.09,78.12,5.84
256,Taoudenni,0,ML,1593394383,9,22.68,-3.98,95.56,6.4
257,Guerrero Negro,0,MX,1593394638,75,27.98,-114.06,66.45,14.34
258,Margate,68,GB,1593394630,75,51.38,1.39,59.0,5.01
259,Padang,25,ID,1593394638,67,-0.95,100.35,84.04,1.19
260,Manchester,90,GB,1593394638,87,53.48,-2.24,52.0,9.17
261,Santa Cruz de la Sierra,90,BO,1593394639,87,-17.8,-63.17,60.8,0.89
262,Griffith,40,US,1593394639,69,41.53,-87.42,79.0,4.7
263,Sioux Lookout,20,CA,1593394639,42,50.1,-91.92,82.4,5.82
264,Martinez,1,US,1593394639,46,38.02,-122.13,72.0,20.8
265,Kodinsk,89,RU,1593394379,62,58.69,99.18,75.06,3.76
266,Avila,0,ES,1593394640,74,40.58,-5.0,62.01,2.48
267,Dourados,92,BR,1593394640,93,-22.22,-54.81,63.7,7.14
268,Okha,96,RU,1593394573,87,53.57,142.95,49.6,3.36
269,Ghanzi,0,BW,1593394641,52,-21.57,21.78,44.38,6.8
270,Olafsvik,100,IS,1593394641,83,64.89,-23.71,52.07,15.95
271,Talara,17,PE,1593394642,87,-4.58,-81.27,64.58,12.12
272,Riwaka,100,NZ,1593394642,76,-41.08,173.0,55.99,1.01
273,Kozhva,96,RU,1593394363,82,65.11,57.05,42.13,9.62
274,Meadow Lake,40,US,1593394642,11,34.8,-106.54,89.6,16.11
275,Lenina,0,RU,1593394642,63,46.07,39.78,64.58,2.95
276,Haines Junction,100,CA,1593394643,38,60.75,-137.51,59.81,14.29
277,Itoman,20,JP,1593394643,84,26.12,127.67,87.01,13.87
278,Talwandi Bhai,4,IN,1593394643,40,30.85,74.93,92.55,12.71
279,Nola,0,IT,1593394643,75,40.92,14.53,71.01,0.74
280,Zhigansk,0,RU,1593394643,46,66.77,123.37,71.58,20.18
281,Karaton,20,ID,1593394644,74,-6.34,106.1,84.0,8.05
282,Bilma,0,NE,1593394644,17,18.69,12.92,80.74,2.68
283,Kosum Phisai,0,TH,1593394644,59,16.25,103.07,87.64,10.83
284,Pimentel,0,PE,1593394644,87,-6.84,-79.93,63.97,12.21
285,Presidencia Roque Sáenz Peña,100,AR,1593394644,87,-26.79,-60.44,50.29,4.41
286,Leverkusen,45,DE,1593394644,67,51.03,7.0,64.0,3.24
287,Khandyga,22,RU,1593394645,29,62.67,135.6,87.53,3.71
288,Dubbo,0,AU,1593394604,71,-32.25,148.62,55.4,12.75
289,Marzuq,65,YE,1593394645,48,14.4,46.47,80.65,7.61
290,Lüderitz,0,NA,1593394646,54,-26.65,15.16,58.24,13.53
291,Clyde River,1,CA,1593394646,100,70.47,-68.59,33.8,13.87
292,Metro,21,ID,1593394646,78,-5.11,105.31,81.82,4.79
293,Marsá Maţrūḩ,40,EG,1593394646,88,31.35,27.25,68.0,5.82
294,Pauini,54,BR,1593394646,75,-7.71,-66.98,75.99,1.63
295,Mount Gambier,11,AU,1593394646,87,-37.83,140.77,44.6,8.05
296,Emerald,10,AU,1593394646,60,-23.53,148.17,70.0,6.93
297,Muisne,100,EC,1593394647,84,0.6,-80.03,75.65,6.26
298,Shellbrook,90,CA,1593394647,72,53.22,-106.4,66.2,6.93
299,Usinsk,100,RU,1593394647,92,65.99,57.53,40.35,16.51
300,Terney,100,RU,1593394647,85,45.05,136.61,56.73,3.89
301,Ambilobe,37,MG,1593394647,90,-13.2,49.05,67.95,2.64
302,Redmond,4,US,1593394549,68,47.67,-122.12,71.01,6.04
303,Arraial do Cabo,90,BR,1593394648,75,-22.97,-42.03,69.66,16.35
304,West Sacramento,1,US,1593394648,34,38.58,-121.53,82.99,9.17
305,Lisala,100,CD,1593394648,98,2.15,21.52,70.27,1.19
306,Bali,20,ID,1593394602,88,-8.5,115.0,82.4,10.29
307,Merauke,99,ID,1593394649,74,-8.47,140.33,82.15,13.82
308,Yulara,0,AU,1593394649,33,-25.24,130.99,57.2,5.82
309,La Rioja,90,ES,1593394649,68,42.25,-2.5,69.8,5.82
310,Ndioum,87,SN,1593394649,62,16.51,-14.65,80.47,18.54
311,Worcester,90,US,1593394632,93,42.33,-71.83,64.99,4.7
312,Kushtagi,100,IN,1593394650,79,15.77,76.2,75.6,8.05
313,Chifeng,100,CN,1593394650,51,42.27,118.96,73.76,13.22
314,San Alberto,100,CO,1593394650,77,7.76,-73.39,75.43,5.14
315,Adeje,20,ES,1593394650,68,28.12,-16.73,73.99,10.29
316,Port Blair,97,IN,1593394650,74,11.67,92.75,84.02,12.86
317,Saint-Joseph,20,RE,1593394650,72,-21.37,55.62,68.0,6.93
318,Bahía Blanca,29,AR,1593394651,70,-38.72,-62.27,41.25,10.47
319,Pundaguitan,100,PH,1593394651,81,6.37,126.17,79.7,12.46
320,Toamasina,75,MG,1593394651,100,-18.17,49.38,68.0,6.42
321,Iqaluit,75,CA,1593394651,86,63.75,-68.51,37.4,8.05
